t,ferr
0.275000,0.00710534
0.276000,-0.00146310
0.277000,0.00013165
0.278000,0.00958452
0.279000,0.01631670
0.280000,0.01252123
0.281000,0.00298776
0.282000,-0.00193556
0.283000,0.00363221
0.284000,0.01371724
0.285000,0.01612875
0.286000,0.00855772
0.287000,-0.00084992
0.288000,-0.00060418
0.289000,0.00867192
0.290000,0.01643031
0.291000,0.01383445
0.292000,0.00407670
0.293000,-0.00158708
0.294000,0.00325853
0.295000,0.01334617
0.296000,0.01667803
0.297000,0.00965439
0.298000,0.00051387
0.299000,-0.00132287
0.300000,0.00754920
0.301000,0.01579314
0.302000,0.01466945
0.303000,0.00539511
0.304000,-0.00148017
0.305000,0.00179877
0.306000,0.01196191
0.307000,0.01663002
0.308000,0.01101757
0.309000,0.00139973
0.310000,-0.00138331
0.311000,0.00667832
0.312000,0.01578682
0.313000,0.01540315
0.314000,0.00670589
0.315000,-0.00146476
0.316000,0.00124150
0.317000,0.01135015
0.318000,0.01649494
0.319000,0.01204979
0.320000,0.00208184
0.321000,-0.00104208
0.322000,0.00574171
0.323000,0.01472179
0.324000,0.01615750
0.325000,0.00712368
0.326000,-0.00036013
0.327000,0.00076338
0.328000,0.01042961
0.329000,0.01628462
0.330000,0.01333228
0.331000,0.00328538
0.332000,-0.00204073
0.333000,0.00426464
0.334000,0.01414825
0.335000,0.01683795
0.336000,0.00906603
0.337000,-0.00006186
0.338000,0.00018527
0.339000,0.00901016
0.340000,0.01650825
0.341000,0.01396047
0.342000,0.00453580
0.343000,-0.00127427
0.344000,0.00392180
0.345000,0.01323374
0.346000,0.01739772
0.347000,0.01031409
0.348000,0.00111247
0.349000,-0.00064354
0.350000,0.00772763
0.351000,0.01623231
0.352000,0.01529815
0.353000,0.00570923
0.354000,-0.00091746
0.355000,0.00262273
0.356000,0.01268456
0.357000,0.01725045
0.358000,0.01125589
0.359000,0.00179718
0.360000,-0.00076612
0.361000,0.00727982
0.362000,0.01576361
0.363000,0.01583487
0.364000,0.00677837
0.365000,-0.00047920
0.366000,0.00191589
0.367000,0.01158702
0.368000,0.01693442
0.369000,0.01210166
0.370000,0.00267117
0.371000,-0.00085527
0.372000,0.00611325
0.373000,0.01471174
0.374000,0.01636161
0.375000,0.00762661
0.376000,-0.00054603
0.377000,0.00088208
0.378000,0.01059478
0.379000,0.01700084
0.380000,0.01331123
0.381000,0.00353379
0.382000,-0.00083855
0.383000,0.00527122
0.384000,0.01400691
0.385000,0.01678743
0.386000,0.00912274
0.387000,0.00056738
0.388000,0.00038546
0.389000,0.00961959
0.390000,0.01660960
0.391000,0.01440541
0.392000,0.00456564
0.393000,-0.00141206
0.394000,0.00359198
0.395000,0.01321512
0.396000,0.01769885
0.397000,0.01048427
0.398000,0.00071189
0.399000,-0.00042598
0.400000,0.00851649
0.401000,0.01632149
0.402000,0.01537375
0.403000,0.00593165
0.404000,-0.00071759
0.405000,0.00281137
0.406000,0.01247872
0.407000,0.01715140
0.408000,0.01103620
0.409000,0.00174394
0.410000,-0.00067221
0.411000,0.00682899
0.412000,0.01583848
0.413000,0.01556954
0.414000,0.00745774
0.415000,-0.00083896
0.416000,0.00148745
0.417000,0.01131861
0.418000,0.01724214
0.419000,0.01269898
0.420000,0.00202538
0.421000,-0.00088503
0.422000,0.00560584
0.423000,0.01512676
0.424000,0.01666401
0.425000,0.00824090
0.426000,-0.00048085
0.427000,0.00090326
0.428000,0.01080617
0.429000,0.01745146
0.430000,0.01368121
0.431000,0.00358394
0.432000,-0.00094969
0.433000,0.00472374
0.434000,0.01420704
0.435000,0.01655203
0.436000,0.00930212
0.437000,0.00030640
0.438000,0.00050858
0.439000,0.00903836
0.440000,0.01713260
0.441000,0.01422451
0.442000,0.00490200
0.443000,-0.00109834
0.444000,0.00338479
0.445000,0.01316653
0.446000,0.01701220
0.447000,0.01019509
0.448000,0.00107683
0.449000,-0.00057705
0.450000,0.00757866
0.451000,0.01629576
0.452000,0.01553492
0.453000,0.00604391
0.454000,-0.00130308
0.455000,0.00242186
0.456000,0.01244328
0.457000,0.01696034
0.458000,0.01124032
0.459000,0.00150305
0.460000,-0.00115876
0.461000,0.00656964
0.462000,0.01555297
0.463000,0.01572618
0.464000,0.00640817
0.465000,-0.00090379
0.466000,0.00127896
0.467000,0.01103841
0.468000,0.01677064
0.469000,0.01327852
0.470000,0.00270311
0.471000,-0.00092637
0.472000,0.00570902
0.473000,0.01485334
0.474000,0.01616177
0.475000,0.00785140
0.476000,-0.00047493
0.477000,0.00079431
0.478000,0.01043316
0.479000,0.01607913
0.480000,0.01302784
0.481000,0.00344816
0.482000,-0.00158824
0.483000,0.00427156
0.484000,0.01439791
0.485000,0.01652565
0.486000,0.00928716
0.487000,-0.00013535
0.488000,-0.00007446
0.489000,0.00854663
0.490000,0.01593387
0.491000,0.01385472
0.492000,0.00424163
0.493000,-0.00168842
0.494000,0.00281963
0.495000,0.01319002
0.496000,0.01667736
0.497000,0.00987548
0.498000,0.00025387
0.499000,-0.00039043
0.500000,0.00791393
0.501000,0.01596852
0.502000,0.01461111
0.503000,0.00527819
0.504000,-0.00114800
0.505000,0.00276335
0.506000,0.01193166
0.507000,0.01657934
0.508000,0.01040319
0.509000,0.00182105
0.510000,-0.00162799
0.511000,0.00648187
0.512000,0.01533353
0.513000,0.01553021
0.514000,0.00601271
0.515000,-0.00181657
0.516000,0.00107559
0.517000,0.01085223
0.518000,0.01684281
0.519000,0.01135255
0.520000,0.00176885
0.521000,-0.00184008
0.522000,0.00465057
0.523000,0.01434975
0.524000,0.01581830
0.525000,0.00723890
0.526000,-0.00148350
0.527000,0.00019061
0.528000,0.00971961
0.529000,0.01640170
0.530000,0.01280759
0.531000,0.00230370
0.532000,-0.00194989
0.533000,0.00388945
0.534000,0.01335466
0.535000,0.01588269
0.536000,0.00806210
0.537000,-0.00040647
0.538000,-0.00080454
0.539000,0.00797612
0.540000,0.01587163
0.541000,0.01337662
0.542000,0.00377794
0.543000,-0.00243117
0.544000,0.00236215
0.545000,0.01249166
0.546000,0.01658413
0.547000,0.00935024
0.548000,-0.00053708
0.549000,-0.00140974
0.550000,0.00669544
0.551000,0.01476924
0.552000,0.01380505
0.553000,0.00440245
0.554000,-0.00214076
0.555000,0.00171319
0.556000,0.01153085
0.557000,0.01620111
0.558000,0.01005591
0.559000,0.00046370
0.560000,-0.00206339
0.561000,0.00590991
0.562000,0.01433412
0.563000,0.01434316
0.564000,0.00588210
0.565000,-0.00199171
0.566000,0.00019624
0.567000,0.01005649
0.568000,0.01585398
0.569000,0.01107804
0.570000,0.00133485
0.571000,-0.00243489
0.572000,0.00418605
0.573000,0.01350212
0.574000,0.01441953
0.575000,0.00636729
0.576000,-0.00161216
0.577000,-0.00061901
0.578000,0.00855707
0.579000,0.01541785
0.580000,0.01160222
0.581000,0.00199225
0.582000,-0.00236472
0.583000,0.00338540
0.584000,0.01293825
0.585000,0.01527709
0.586000,0.00737907
0.587000,-0.00185007
0.588000,-0.00155496
0.589000,0.00726781
0.590000,0.01519680
0.591000,0.01254792
0.592000,0.00262174
0.593000,-0.00295816
0.594000,0.00240949
0.595000,0.01131117
0.596000,0.01544749
0.597000,0.00851675
0.598000,-0.00109030
0.599000,-0.00251572
0.600000,0.00601741
0.601000,0.01440545
0.602000,0.01328277
0.603000,0.00383240
0.604000,-0.00305994
0.605000,0.00031305
0.606000,0.01041879
0.607000,0.01497467
0.608000,0.00899155
0.609000,-0.00026641
0.610000,-0.00313930
0.611000,0.00433420
0.612000,0.01359066
0.613000,0.01306555
0.614000,0.00455484
0.615000,-0.00296457
0.616000,-0.00074124
0.617000,0.00912588
0.618000,0.01540285
0.619000,0.01043014
0.620000,0.00040661
0.621000,-0.00334185
0.622000,0.00313332
0.623000,0.01262054
0.624000,0.01380298
0.625000,0.00550202
0.626000,-0.00285498
0.627000,-0.00186787
0.628000,0.00813063
0.629000,0.01422074
0.630000,0.01090620
0.631000,0.00117295
0.632000,-0.00388381
0.633000,0.00175210
0.634000,0.01162874
0.635000,0.01454566
0.636000,0.00656719
0.637000,-0.00264063
0.638000,-0.00244430
0.639000,0.00629454
0.640000,0.01347910
0.641000,0.01152508
0.642000,0.00197881
0.643000,-0.00383407
0.644000,0.00060676
0.645000,0.01012620
0.646000,0.01440037
0.647000,0.00726277
0.648000,-0.00195127
0.649000,-0.00311662
0.650000,0.00501994
0.651000,0.01325426
0.652000,0.01184842
0.653000,0.00245963
0.654000,-0.00422386
0.655000,-0.00072698
0.656000,0.00933533
0.657000,0.01350018
0.658000,0.00789393
0.659000,-0.00160799
0.660000,-0.00425960
0.661000,0.00338273
0.662000,0.01216511
0.663000,0.01259382
0.664000,0.00385313
0.665000,-0.00445802
0.666000,-0.00148119
0.667000,0.00756642
0.668000,0.01375925
0.669000,0.00843010
0.670000,-0.00085101
0.671000,-0.00463556
0.672000,0.00214584
0.673000,0.01180477
0.674000,0.01286452
0.675000,0.00432700
0.676000,-0.00425387
0.677000,-0.00282055
0.678000,0.00638281
0.679000,0.01320167
0.680000,0.01000821
0.681000,-0.00004653
0.682000,-0.00498745
0.683000,0.00089097
0.684000,0.01007115
0.685000,0.01289505
0.686000,0.00479301
0.687000,-0.00393245
0.688000,-0.00369896
0.689000,0.00523395
0.690000,0.01291632
0.691000,0.01029229
0.692000,0.00051679
0.693000,-0.00534078
0.694000,-0.00024585
0.695000,0.00958118
0.696000,0.01251003
0.697000,0.00610428
0.698000,-0.00304560
0.699000,-0.00469904
0.700000,0.00375135
0.701000,0.01187728
0.702000,0.01046032
0.703000,0.00135284
0.704000,-0.00558591
0.705000,-0.00190725
0.706000,0.00762325
0.707000,0.01243661
0.708000,0.00684745
0.709000,-0.00298149
0.710000,-0.00522225
0.711000,0.00197681
0.712000,0.01134626
0.713000,0.01128402
0.714000,0.00218100
0.715000,-0.00533529
0.716000,-0.00308275
0.717000,0.00658535
0.718000,0.01241791
0.719000,0.00731235
0.720000,-0.00228741
0.721000,-0.00574986
0.722000,0.00039877
0.723000,0.01035847
0.724000,0.01124205
0.725000,0.00292683
0.726000,-0.00534650
0.727000,-0.00409316
0.728000,0.00557272
0.729000,0.01194534
0.730000,0.00873850
0.731000,-0.00158461
0.732000,-0.00626881
0.733000,-0.00042954
0.734000,0.00893269
0.735000,0.01125547
0.736000,0.00390925
0.737000,-0.00492679
0.738000,-0.00491182
0.739000,0.00371430
0.740000,0.01184469
0.741000,0.00888740
0.742000,-0.00099912
0.743000,-0.00638300
0.744000,-0.00162288
0.745000,0.00768911
0.746000,0.01175256
0.747000,0.00442911
0.748000,-0.00468349
0.749000,-0.00539294
0.750000,0.00269594
0.751000,0.01088287
0.752000,0.00960262
0.753000,-0.00020470
0.754000,-0.00671742
0.755000,-0.00307067
0.756000,0.00641209
0.757000,0.01146342
0.758000,0.00570448
0.759000,-0.00412847
0.760000,-0.00656320
0.761000,0.00087302
0.762000,0.00957934
0.763000,0.00984079
0.764000,0.00036929
0.765000,-0.00698381
0.766000,-0.00409805
0.767000,0.00577131
0.768000,0.01121833
0.769000,0.00571909
0.770000,-0.00325192
0.771000,-0.00712142
0.772000,-0.00055544
0.773000,0.00906582
0.774000,0.01022841
0.775000,0.00140913
0.776000,-0.00700225
0.777000,-0.00520579
0.778000,0.00334894
0.779000,0.01081993
0.780000,0.00707771
0.781000,-0.00266312
0.782000,-0.00726862
0.783000,-0.00157893
0.784000,0.00817170
0.785000,0.01042299
0.786000,0.00269009
0.787000,-0.00615275
0.788000,-0.00645001
0.789000,0.00225418
0.790000,0.01006156
0.791000,0.00719250
0.792000,-0.00229688
0.793000,-0.00749048
0.794000,-0.00313553
0.795000,0.00654235
0.796000,0.01005234
0.797000,0.00295586
0.798000,-0.00617874
0.799000,-0.00750726
0.800000,0.00101573
0.801000,0.00939316
0.802000,0.00811509
0.803000,-0.00175946
0.804000,-0.00769671
0.805000,-0.00430547
0.806000,0.00546516
0.807000,0.01015046
0.808000,0.00452257
0.809000,-0.00500009
0.810000,-0.00762163
0.811000,-0.00043627
0.812000,0.00849637
0.813000,0.00821892
0.814000,-0.00011777
0.815000,-0.00759893
0.816000,-0.00501253
0.817000,0.00443909
0.818000,0.01042707
0.819000,0.00522507
0.820000,-0.00429620
0.821000,-0.00810194
0.822000,-0.00146165
0.823000,0.00769868
0.824000,0.00964688
0.825000,0.00043753
0.826000,-0.00720142
0.827000,-0.00631766
0.828000,0.00344856
0.829000,0.00993449
0.830000,0.00661682
0.831000,-0.00350492
0.832000,-0.00848055
0.833000,-0.00253048
0.834000,0.00691918
0.835000,0.00985222
0.836000,0.00241671
0.837000,-0.00669535
0.838000,-0.00677354
0.839000,0.00247872
0.840000,0.00949214
0.841000,0.00746074
0.842000,-0.00239903
0.843000,-0.00833734
0.844000,-0.00331358
0.845000,0.00614215
0.846000,0.01003873
0.847000,0.00338053
0.848000,-0.00640921
0.849000,-0.00741724
0.850000,0.00113065
0.851000,0.00959485
0.852000,0.00788070
0.853000,-0.00107312
0.854000,-0.00814779
0.855000,-0.00440685
0.856000,0.00531192
0.857000,0.01041291
0.858000,0.00422324
0.859000,-0.00525319
0.860000,-0.00769087
0.861000,0.00003023
0.862000,0.00853821
0.863000,0.00899149
0.864000,-0.00015031
0.865000,-0.00742277
0.866000,-0.00540997
0.867000,0.00425730
0.868000,0.01020327
0.869000,0.00537060
0.870000,-0.00447294
0.871000,-0.00839168
0.872000,-0.00181901
0.873000,0.00774841
0.874000,0.00920822
0.875000,0.00110529
0.876000,-0.00743766
0.877000,-0.00635912
0.878000,0.00325604
0.879000,0.01008660
0.880000,0.00711740
0.881000,-0.00313237
0.882000,-0.00817384
0.883000,-0.00276608
0.884000,0.00727694
0.885000,0.00970644
0.886000,0.00229432
0.887000,-0.00627051
0.888000,-0.00681737
0.889000,0.00166301
0.890000,0.00975357
0.891000,0.00690178
0.892000,-0.00219262
0.893000,-0.00794415
0.894000,-0.00336770
0.895000,0.00605645
0.896000,0.01002740
0.897000,0.00359932
0.898000,-0.00636900
0.899000,-0.00750670
0.900000,0.00106305
0.901000,0.00948127
0.902000,0.00813630
0.903000,-0.00121269
0.904000,-0.00802170
0.905000,-0.00457482
0.906000,0.00542900
0.907000,0.01028932
0.908000,0.00412726
0.909000,-0.00527456
0.910000,-0.00776046
0.911000,-0.00004235
0.912000,0.00888586
0.913000,0.00853664
0.914000,-0.00047229
0.915000,-0.00772224
0.916000,-0.00536071
0.917000,0.00442544
0.918000,0.01007773
0.919000,0.00513042
0.920000,-0.00436239
0.921000,-0.00810626
0.922000,-0.00114367
0.923000,0.00838981
0.924000,0.00963070
0.925000,0.00124691
0.926000,-0.00759779
0.927000,-0.00664513
0.928000,0.00314285
0.929000,0.00976994
0.930000,0.00609848
0.931000,-0.00328745
0.932000,-0.00862275
0.933000,-0.00217393
0.934000,0.00759499
0.935000,0.01044806
0.936000,0.00241530
0.937000,-0.00627685
0.938000,-0.00696111
0.939000,0.00198536
0.940000,0.01002729
0.941000,0.00699266
0.942000,-0.00211718
0.943000,-0.00828897
0.944000,-0.00394288
0.945000,0.00688981
0.946000,0.00979158
0.947000,0.00391946
0.948000,-0.00648772
0.949000,-0.00757101
0.950000,0.00105163
0.951000,0.00935932
0.952000,0.00772051
0.953000,-0.00127194
0.954000,-0.00802837
0.955000,-0.00431739
0.956000,0.00504654
0.957000,0.01006567
0.958000,0.00437207
0.959000,-0.00512348
0.960000,-0.00774498
0.961000,-0.00024594
0.962000,0.00869129
0.963000,0.00916216
0.964000,-0.00036370
0.965000,-0.00771170
0.966000,-0.00586662
0.967000,0.00482388
0.968000,0.01033185
0.969000,0.00500868
0.970000,-0.00427942
0.971000,-0.00772772
0.972000,-0.00109404
0.973000,0.00813461
0.974000,0.00956785
0.975000,0.00081299
0.976000,-0.00742246
0.977000,-0.00620766
0.978000,0.00331484
0.979000,0.00981119
0.980000,0.00677233
0.981000,-0.00348225
0.982000,-0.00848949
0.983000,-0.00245601
0.984000,0.00741314
0.985000,0.00979486
0.986000,0.00243142
0.987000,-0.00688942
0.988000,-0.00699273
0.989000,0.00228171
0.990000,0.01010321
0.991000,0.00708028
0.992000,-0.00279827
0.993000,-0.00838094
0.994000,-0.00347032
0.995000,0.00617041
0.996000,0.01011211
0.997000,0.00307948
0.998000,-0.00589612
0.999000,-0.00765656
1.000000,0.00076931
1.001000,0.00937306
1.002000,0.00828313
1.003000,-0.00106967
1.004000,-0.00824847
1.005000,-0.00442781
1.006000,0.00558132
1.007000,0.01057157
1.008000,0.00417394
1.009000,-0.00563828
1.010000,-0.00766783
1.011000,-0.00022446
1.012000,0.00913180
1.013000,0.00880111
1.014000,-0.00008067
1.015000,-0.00798518
1.016000,-0.00525742
1.017000,0.00470189
1.018000,0.01015243
1.019000,0.00514754
1.020000,-0.00421255
1.021000,-0.00815504
1.022000,-0.00128771
1.023000,0.00793395
1.024000,0.00958849
1.025000,0.00080892
1.026000,-0.00748318
1.027000,-0.00612021
1.028000,0.00324173
1.029000,0.00950756
1.030000,0.00654170
1.031000,-0.00374658
1.032000,-0.00815947
1.033000,-0.00250308
1.034000,0.00728684
1.035000,0.00959556
1.036000,0.00188669
1.037000,-0.00676854
1.038000,-0.00675053
1.039000,0.00240432
1.040000,0.00991365
1.041000,0.00714218
1.042000,-0.00211423
1.043000,-0.00767314
1.044000,-0.00327657
1.045000,0.00637563
1.046000,0.00982542
1.047000,0.00331307
1.048000,-0.00648239
1.049000,-0.00716569
1.050000,0.00089845
1.051000,0.00917966
1.052000,0.00811917
1.053000,-0.00169752
1.054000,-0.00862631
1.055000,-0.00468472
1.056000,0.00557996
1.057000,0.00980458
1.058000,0.00438809
1.059000,-0.00604013
1.060000,-0.00808649
1.061000,-0.00034351
1.062000,0.00890400
1.063000,0.00798989
1.064000,-0.00057087
1.065000,-0.00843612
1.066000,-0.00569938
1.067000,0.00378186
1.068000,0.00973592
1.069000,0.00472507
1.070000,-0.00513150
1.071000,-0.00856495
1.072000,-0.00154404
1.073000,0.00752220
1.074000,0.00871336
1.075000,0.00018180
1.076000,-0.00769403
1.077000,-0.00735942
1.078000,0.00201445
1.079000,0.00906550
1.080000,0.00569847
1.081000,-0.00408200
1.082000,-0.00897289
1.083000,-0.00313628
1.084000,0.00641272
1.085000,0.00868894
1.086000,0.00088690
1.087000,-0.00772102
1.088000,-0.00809661
1.089000,0.00117354
1.090000,0.00885333
1.091000,0.00602534
1.092000,-0.00368312
1.093000,-0.00955432
1.094000,-0.00450554
1.095000,0.00521467
1.096000,0.00862592
1.097000,0.00205547
1.098000,-0.00707726
1.099000,-0.00865045
1.100000,-0.00035874
1.101000,0.00784085
1.102000,0.00644093
1.103000,-0.00276796
1.104000,-0.00955568
1.105000,-0.00603228
1.106000,0.00419079
1.107000,0.00858015
1.108000,0.00275322
1.109000,-0.00690946
1.110000,-0.00931401
1.111000,-0.00229151
1.112000,0.00714901
1.113000,0.00736809
1.114000,-0.00220358
1.115000,-0.00948396
1.116000,-0.00727210
1.117000,0.00230465
1.118000,0.00840786
1.119000,0.00352163
1.120000,-0.00687544
1.121000,-0.01017581
1.122000,-0.00307838
1.123000,0.00596152
1.124000,0.00713654
1.125000,-0.00115470
1.126000,-0.00955757
1.127000,-0.00804884
1.128000,0.00094379
1.129000,0.00761475
1.130000,0.00434087
1.131000,-0.00542541
1.132000,-0.01029302
1.133000,-0.00446655
1.134000,0.00486165
1.135000,0.00709316
1.136000,-0.00036921
1.137000,-0.00918343
1.138000,-0.00962440
1.139000,-0.00034812
1.140000,0.00747187
1.141000,0.00466896
1.142000,-0.00441726
1.143000,-0.01056746
1.144000,-0.00631172
1.145000,0.00356261
1.146000,0.00728594
1.147000,0.00083427
1.148000,-0.00866567
1.149000,-0.01018610
1.150000,-0.00167326
1.151000,0.00681462
1.152000,0.00548002
1.153000,-0.00448652
1.154000,-0.01115980
1.155000,-0.00749888
1.156000,0.00215350
1.157000,0.00753690
1.158000,0.00132161
1.159000,-0.00842994
1.160000,-0.01096190
1.161000,-0.00307834
1.162000,0.00591857
1.163000,0.00592016
1.164000,-0.00292220
1.165000,-0.01111095
1.166000,-0.00804152
1.167000,0.00186817
1.168000,0.00691716
1.169000,0.00216553
1.170000,-0.00749984
1.171000,-0.01101104
1.172000,-0.00463282
1.173000,0.00462364
1.174000,0.00655471
1.175000,-0.00246682
1.176000,-0.01140462
1.177000,-0.00937555
1.178000,0.00012882
1.179000,0.00705742
1.180000,0.00340521
1.181000,-0.00616989
1.182000,-0.01186877
1.183000,-0.00618041
1.184000,0.00340182
1.185000,0.00662623
1.186000,-0.00155839
1.187000,-0.01084842
1.188000,-0.01096682
1.189000,-0.00148987
1.190000,0.00597468
1.191000,0.00367465
1.192000,-0.00636417
1.193000,-0.01217594
1.194000,-0.00713038
1.195000,0.00255828
1.196000,0.00637292
1.197000,-0.00060240
1.198000,-0.01007925
1.199000,-0.01118182
1.200000,-0.00301875
1.201000,0.00544155
1.202000,0.00424506
1.203000,-0.00543090
1.204000,-0.01213192
1.205000,-0.00845596
1.206000,0.00154194
1.207000,0.00617959
1.208000,0.00034097
1.209000,-0.00935084
1.210000,-0.01202804
1.211000,-0.00425726
1.212000,0.00440488
1.213000,0.00411176
1.214000,-0.00431122
1.215000,-0.01254991
1.216000,-0.00966155
1.217000,0.00045963
1.218000,0.00605412
1.219000,0.00083027
1.220000,-0.00863442
1.221000,-0.01242404
1.222000,-0.00593677
1.223000,0.00363916
1.224000,0.00475005
1.225000,-0.00357416
1.226000,-0.01179295
1.227000,-0.01104201
1.228000,-0.00105320
1.229000,0.00599141
1.230000,0.00178731
