t,ferr
0.395000,0.04317821
0.396000,0.04339518
0.397000,0.04369741
0.398000,0.04339638
0.399000,0.04341713
0.400000,0.04340231
0.401000,0.04312120
0.402000,0.04344358
0.403000,0.04325417
0.404000,0.04310112
0.405000,0.04329157
0.406000,0.04324091
0.407000,0.04348201
0.408000,0.04327819
0.409000,0.04315118
0.410000,0.04364154
0.411000,0.04351803
0.412000,0.04358111
0.413000,0.04340771
0.414000,0.04321986
0.415000,0.04313337
0.416000,0.04315853
0.417000,0.04345489
0.418000,0.04323491
0.419000,0.04282456
0.420000,0.04317321
0.421000,0.04281604
0.422000,0.04319798
0.423000,0.04284138
0.424000,0.04281155
0.425000,0.04314175
0.426000,0.04307649
0.427000,0.04266391
0.428000,0.04324910
0.429000,0.04358487
0.430000,0.04265518
0.431000,0.04346129
0.432000,0.04281456
0.433000,0.04284254
0.434000,0.04290027
0.435000,0.04256197
0.436000,0.04322575
0.437000,0.04300119
0.438000,0.04266658
0.439000,0.04276098
0.440000,0.04242634
0.441000,0.04269305
0.442000,0.04298798
0.443000,0.04229841
0.444000,0.04259087
0.445000,0.04270869
0.446000,0.04290550
0.447000,0.04295160
0.448000,0.04247017
0.449000,0.04236899
0.450000,0.04263563
0.451000,0.04240057
0.452000,0.04238161
0.453000,0.04269627
0.454000,0.04281516
0.455000,0.04242507
0.456000,0.04227581
0.457000,0.04243133
0.458000,0.04178067
0.459000,0.04221140
0.460000,0.04191363
0.461000,0.04273832
0.462000,0.04228259
0.463000,0.04209885
0.464000,0.04197527
0.465000,0.04135486
0.466000,0.04212093
0.467000,0.04230860
0.468000,0.04167696
0.469000,0.04198732
0.470000,0.04195380
0.471000,0.04134223
0.472000,0.04191868
0.473000,0.04197831
0.474000,0.04165101
0.475000,0.04153176
0.476000,0.04169761
0.477000,0.04106790
0.478000,0.04142826
0.479000,0.04161979
0.480000,0.04099625
0.481000,0.04150506
0.482000,0.04110181
0.483000,0.04063502
0.484000,0.04107705
0.485000,0.04080818
0.486000,0.04107804
0.487000,0.04065166
0.488000,0.04115315
0.489000,0.04065115
0.490000,0.04086964
0.491000,0.04057616
0.492000,0.04058744
0.493000,0.04090902
0.494000,0.04060723
0.495000,0.04039640
0.496000,0.04012343
0.497000,0.04066687
0.498000,0.04050006
0.499000,0.04017462
0.500000,0.04025590
0.501000,0.03987591
0.502000,0.03981724
0.503000,0.03980147
0.504000,0.04003286
0.505000,0.03995438
0.506000,0.03962942
0.507000,0.03993495
0.508000,0.03988085
0.509000,0.03966151
0.510000,0.03981091
0.511000,0.03941193
0.512000,0.03938740
0.513000,0.03946518
0.514000,0.03926920
0.515000,0.03940636
0.516000,0.03882432
0.517000,0.03942297
0.518000,0.03879969
0.519000,0.03888174
0.520000,0.03850588
0.521000,0.03892711
0.522000,0.03902174
0.523000,0.03889670
0.524000,0.03876239
0.525000,0.03808931
0.526000,0.03820705
0.527000,0.03821039
0.528000,0.03801523
0.529000,0.03845191
0.530000,0.03813914
0.531000,0.03800813
0.532000,0.03805681
0.533000,0.03761715
0.534000,0.03754755
0.535000,0.03747331
0.536000,0.03773658
0.537000,0.03761552
0.538000,0.03759206
0.539000,0.03763400
0.540000,0.03694141
0.541000,0.03705640
0.542000,0.03714867
0.543000,0.03668932
0.544000,0.03680764
0.545000,0.03710785
0.546000,0.03704312
0.547000,0.03694923
0.548000,0.03660287
0.549000,0.03645066
0.550000,0.03668455
0.551000,0.03623199
0.552000,0.03631967
0.553000,0.03647587
0.554000,0.03596158
0.555000,0.03580924
0.556000,0.03586742
0.557000,0.03592672
0.558000,0.03580458
0.559000,0.03562929
0.560000,0.03563525
0.561000,0.03500157
0.562000,0.03509146
0.563000,0.03525138
0.564000,0.03488221
0.565000,0.03468224
0.566000,0.03461850
0.567000,0.03459320
0.568000,0.03467990
0.569000,0.03437015
0.570000,0.03458533
0.571000,0.03485095
0.572000,0.03428979
0.573000,0.03454468
0.574000,0.03419693
0.575000,0.03374320
0.576000,0.03385689
0.577000,0.03357289
0.578000,0.03390721
0.579000,0.03332334
0.580000,0.03383816
0.581000,0.03354749
0.582000,0.03279231
0.583000,0.03338845
0.584000,0.03347462
0.585000,0.03278226
0.586000,0.03311925
0.587000,0.03231593
0.588000,0.03272067
0.589000,0.03213394
0.590000,0.03256106
0.591000,0.03188420
0.592000,0.03156323
0.593000,0.03221027
0.594000,0.03257255
0.595000,0.03174055
0.596000,0.03198544
0.597000,0.03169355
0.598000,0.03147252
0.599000,0.03159431
0.600000,0.03173770
0.601000,0.03090449
0.602000,0.03123999
0.603000,0.03107059
0.604000,0.03051307
0.605000,0.03115725
0.606000,0.03112489
0.607000,0.03028290
0.608000,0.03083867
0.609000,0.03030091
0.610000,0.03012831
0.611000,0.03042680
0.612000,0.02998919
0.613000,0.02989409
0.614000,0.03007326
0.615000,0.02989602
0.616000,0.02967695
0.617000,0.02898282
0.618000,0.02881873
0.619000,0.02937182
0.620000,0.02873665
0.621000,0.02888309
0.622000,0.02845468
0.623000,0.02855410
0.624000,0.02815676
0.625000,0.02876000
0.626000,0.02797334
0.627000,0.02807279
0.628000,0.02793106
0.629000,0.02815406
0.630000,0.02737160
0.631000,0.02759188
0.632000,0.02742116
0.633000,0.02747882
0.634000,0.02733683
0.635000,0.02697499
0.636000,0.02702254
0.637000,0.02674033
0.638000,0.02682198
0.639000,0.02654990
0.640000,0.02628187
0.641000,0.02630872
0.642000,0.02627603
0.643000,0.02662067
0.644000,0.02580013
0.645000,0.02586799
0.646000,0.02602511
0.647000,0.02500747
0.648000,0.02495856
0.649000,0.02496411
0.650000,0.02509931
0.651000,0.02560412
0.652000,0.02495787
0.653000,0.02502760
0.654000,0.02453528
0.655000,0.02383973
0.656000,0.02374178
0.657000,0.02443903
0.658000,0.02409445
0.659000,0.02358713
0.660000,0.02405427
0.661000,0.02325306
0.662000,0.02378389
0.663000,0.02372537
0.664000,0.02303322
0.665000,0.02280895
0.666000,0.02315831
0.667000,0.02253433
0.668000,0.02288424
0.669000,0.02223025
0.670000,0.02259095
0.671000,0.02227220
0.672000,0.02199991
0.673000,0.02174325
0.674000,0.02188534
0.675000,0.02121125
0.676000,0.02147359
0.677000,0.02130142
0.678000,0.02142763
0.679000,0.02080188
0.680000,0.02140070
0.681000,0.02075116
0.682000,0.02040095
0.683000,0.02088816
0.684000,0.02081324
0.685000,0.02020616
0.686000,0.01988566
0.687000,0.01996748
0.688000,0.01964564
0.689000,0.01959474
0.690000,0.01991660
0.691000,0.01947894
0.692000,0.01927103
0.693000,0.01917464
0.694000,0.01892681
0.695000,0.01900466
0.696000,0.01886678
0.697000,0.01840697
0.698000,0.01837786
0.699000,0.01880693
0.700000,0.01816063
0.701000,0.01786023
0.702000,0.01827033
0.703000,0.01761125
0.704000,0.01718532
0.705000,0.01747880
0.706000,0.01693549
0.707000,0.01688620
0.708000,0.01694192
0.709000,0.01667825
0.710000,0.01636846
0.711000,0.01627077
0.712000,0.01610912
0.713000,0.01639775
0.714000,0.01577448
0.715000,0.01566000
0.716000,0.01616076
0.717000,0.01536064
0.718000,0.01571914
0.719000,0.01552323
0.720000,0.01500342
0.721000,0.01453387
0.722000,0.01484890
0.723000,0.01475055
0.724000,0.01467087
0.725000,0.01429326
0.726000,0.01442260
0.727000,0.01431504
0.728000,0.01354968
0.729000,0.01401629
0.730000,0.01354802
0.731000,0.01320824
0.732000,0.01311515
0.733000,0.01350916
0.734000,0.01313057
0.735000,0.01228194
0.736000,0.01259454
0.737000,0.01238303
0.738000,0.01221826
0.739000,0.01197789
0.740000,0.01158596
0.741000,0.01200916
0.742000,0.01140240
0.743000,0.01138824
0.744000,0.01117345
0.745000,0.01098524
0.746000,0.01119602
0.747000,0.01094903
0.748000,0.01052730
0.749000,0.01030227
0.750000,0.01026361
0.751000,0.01046510
0.752000,0.01009708
0.753000,0.00996601
0.754000,0.00966772
0.755000,0.00952720
0.756000,0.00948760
0.757000,0.00881430
0.758000,0.00951975
0.759000,0.00876130
0.760000,0.00865751
0.761000,0.00897550
0.762000,0.00853766
0.763000,0.00833366
0.764000,0.00801831
0.765000,0.00761476
0.766000,0.00789211
0.767000,0.00798543
0.768000,0.00730235
0.769000,0.00770854
0.770000,0.00692656
0.771000,0.00686527
0.772000,0.00701560
0.773000,0.00672943
0.774000,0.00674236
0.775000,0.00622436
0.776000,0.00599195
0.777000,0.00562315
0.778000,0.00562897
0.779000,0.00550079
0.780000,0.00525295
0.781000,0.00552663
0.782000,0.00512331
0.783000,0.00463194
0.784000,0.00558957
0.785000,0.00459964
0.786000,0.00433408
0.787000,0.00479749
0.788000,0.00461844
0.789000,0.00387876
0.790000,0.00363759
0.791000,0.00359553
0.792000,0.00396736
0.793000,0.00344659
0.794000,0.00316163
0.795000,0.00319610
0.796000,0.00334362
0.797000,0.00253455
0.798000,0.00262535
0.799000,0.00221478
0.800000,0.00294304
0.801000,0.00285458
0.802000,0.00263779
0.803000,0.00236665
0.804000,0.00256478
0.805000,0.00187450
0.806000,0.00246911
0.807000,0.00206596
0.808000,0.00206881
0.809000,0.00222382
0.810000,0.00231245
0.811000,0.00254355
0.812000,0.00257517
0.813000,0.00246567
0.814000,0.00216392
0.815000,0.00256900
0.816000,0.00236976
0.817000,0.00269506
0.818000,0.00217072
0.819000,0.00170919
0.820000,0.00228082
0.821000,0.00293782
0.822000,0.00251725
0.823000,0.00235142
0.824000,0.00262091
0.825000,0.00252580
0.826000,0.00251534
0.827000,0.00227161
0.828000,0.00241904
0.829000,0.00245030
0.830000,0.00223933
0.831000,0.00212032
0.832000,0.00243476
0.833000,0.00264211
0.834000,0.00256183
0.835000,0.00252349
0.836000,0.00252608
0.837000,0.00304600
0.838000,0.00246497
0.839000,0.00266051
0.840000,0.00288927
0.841000,0.00241327
0.842000,0.00246613
0.843000,0.00266101
0.844000,0.00282192
0.845000,0.00247828
0.846000,0.00249075
0.847000,0.00242271
0.848000,0.00209860
0.849000,0.00267942
0.850000,0.00233688
0.851000,0.00197031
0.852000,0.00236397
0.853000,0.00196824
0.854000,0.00214883
0.855000,0.00240527
0.856000,0.00217077
0.857000,0.00266883
0.858000,0.00203397
0.859000,0.00246728
0.860000,0.00254107
0.861000,0.00276687
0.862000,0.00263249
0.863000,0.00246030
0.864000,0.00242217
0.865000,0.00238749
0.866000,0.00268687
0.867000,0.00223805
0.868000,0.00253256
0.869000,0.00237897
0.870000,0.00246260
0.871000,0.00233690
0.872000,0.00293634
0.873000,0.00223832
0.874000,0.00246595
0.875000,0.00247172
0.876000,0.00255481
0.877000,0.00251544
0.878000,0.00250901
0.879000,0.00264837
0.880000,0.00202668
0.881000,0.00240543
0.882000,0.00209458
0.883000,0.00246115
0.884000,0.00210735
0.885000,0.00216305
0.886000,0.00238794
0.887000,0.00275221
0.888000,0.00254750
0.889000,0.00247733
0.890000,0.00275404
0.891000,0.00216693
0.892000,0.00188024
0.893000,0.00229732
0.894000,0.00233376
0.895000,0.00271201
0.896000,0.00293814
0.897000,0.00207092
0.898000,0.00302273
0.899000,0.00279452
0.900000,0.00261307
0.901000,0.00249545
0.902000,0.00300997
0.903000,0.00242359
0.904000,0.00228504
0.905000,0.00243824
0.906000,0.00206117
0.907000,0.00252150
0.908000,0.00237605
0.909000,0.00248615
0.910000,0.00249356
0.911000,0.00213880
0.912000,0.00273258
0.913000,0.00214983
0.914000,0.00262559
0.915000,0.00200523
0.916000,0.00249647
0.917000,0.00219861
0.918000,0.00241431
0.919000,0.00224082
0.920000,0.00185788
0.921000,0.00212506
0.922000,0.00242093
0.923000,0.00255979
0.924000,0.00203652
0.925000,0.00187254
0.926000,0.00218579
0.927000,0.00235099
0.928000,0.00224555
0.929000,0.00220144
0.930000,0.00261651
0.931000,0.00264533
0.932000,0.00258930
0.933000,0.00216936
0.934000,0.00242292
0.935000,0.00235544
0.936000,0.00204699
0.937000,0.00262448
0.938000,0.00242584
0.939000,0.00228262
0.940000,0.00275823
0.941000,0.00259480
0.942000,0.00261784
0.943000,0.00270385
0.944000,0.00258329
0.945000,0.00208749
0.946000,0.00230659
0.947000,0.00265457
0.948000,0.00221153
0.949000,0.00241297
0.950000,0.00250312
0.951000,0.00276404
0.952000,0.00272833
0.953000,0.00262821
0.954000,0.00235696
0.955000,0.00263225
0.956000,0.00253552
0.957000,0.00236301
0.958000,0.00274285
0.959000,0.00252703
0.960000,0.00221434
0.961000,0.00271985
0.962000,0.00233946
0.963000,0.00255162
0.964000,0.00202205
0.965000,0.00239823
0.966000,0.00216645
0.967000,0.00215974
0.968000,0.00192520
0.969000,0.00293862
0.970000,0.00236523
0.971000,0.00246222
0.972000,0.00267962
0.973000,0.00237212
0.974000,0.00253091
0.975000,0.00206272
0.976000,0.00245154
0.977000,0.00229893
0.978000,0.00252751
0.979000,0.00244758
0.980000,0.00205588
0.981000,0.00193929
0.982000,0.00214848
0.983000,0.00258648
0.984000,0.00250841
0.985000,0.00250289
0.986000,0.00189721
0.987000,0.00172962
0.988000,0.00224593
0.989000,0.00231861
0.990000,0.00225084
0.991000,0.00249026
0.992000,0.00235873
0.993000,0.00210494
0.994000,0.00218136
0.995000,0.00243703
0.996000,0.00241935
0.997000,0.00238255
0.998000,0.00296789
0.999000,0.00233530
1.000000,0.00243095
1.001000,0.00215183
1.002000,0.00231099
1.003000,0.00253174
1.004000,0.00254237
1.005000,0.00236117
1.006000,0.00249918
1.007000,0.00241415
1.008000,0.00192995
1.009000,0.00158138
1.010000,0.00297779
1.011000,0.00260773
1.012000,0.00238581
1.013000,0.00196549
1.014000,0.00208113
1.015000,0.00273898
1.016000,0.00170296
1.017000,0.00231892
1.018000,0.00261714
1.019000,0.00243581
1.020000,0.00258870
1.021000,0.00236719
1.022000,0.00299836
1.023000,0.00214300
1.024000,0.00205944
1.025000,0.00246863
1.026000,0.00275740
1.027000,0.00238603
1.028000,0.00266225
1.029000,0.00226729
1.030000,0.00210368
1.031000,0.00274998
1.032000,0.00279218
1.033000,0.00278328
1.034000,0.00229044
1.035000,0.00211120
1.036000,0.00210766
1.037000,0.00234384
1.038000,0.00254561
1.039000,0.00252729
1.040000,0.00204140
1.041000,0.00244879
1.042000,0.00240443
1.043000,0.00242253
1.044000,0.00239408
1.045000,0.00234952
1.046000,0.00254832
1.047000,0.00243171
1.048000,0.00245635
1.049000,0.00222731
1.050000,0.00249894
1.051000,0.00220906
1.052000,0.00154991
1.053000,0.00203896
1.054000,0.00169135
1.055000,0.00182837
1.056000,0.00139567
1.057000,0.00125166
1.058000,0.00116794
1.059000,0.00095149
1.060000,0.00068218
1.061000,0.00018510
1.062000,0.00093359
1.063000,-0.00008223
1.064000,0.00006666
1.065000,0.00015493
1.066000,-0.00007370
1.067000,-0.00018720
1.068000,-0.00029699
1.069000,-0.00033367
1.070000,-0.00073537
1.071000,-0.00024316
1.072000,-0.00138325
1.073000,-0.00123307
1.074000,-0.00154010
1.075000,-0.00174608
1.076000,-0.00169782
1.077000,-0.00156486
1.078000,-0.00226668
1.079000,-0.00242651
1.080000,-0.00222723
1.081000,-0.00243185
1.082000,-0.00223783
1.083000,-0.00262964
1.084000,-0.00298848
1.085000,-0.00328739
1.086000,-0.00331033
1.087000,-0.00356695
1.088000,-0.00402333
1.089000,-0.00383881
1.090000,-0.00404337
1.091000,-0.00421635
1.092000,-0.00442406
1.093000,-0.00405263
1.094000,-0.00445940
1.095000,-0.00455745
1.096000,-0.00510168
1.097000,-0.00536339
1.098000,-0.00533632
1.099000,-0.00536233
1.100000,-0.00566730
1.101000,-0.00578553
1.102000,-0.00565549
1.103000,-0.00597829
1.104000,-0.00645621
1.105000,-0.00647419
1.106000,-0.00668843
1.107000,-0.00663552
1.108000,-0.00712914
1.109000,-0.00703844
1.110000,-0.00697688
1.111000,-0.00729899
1.112000,-0.00769063
1.113000,-0.00777210
1.114000,-0.00774259
1.115000,-0.00780843
1.116000,-0.00787530
1.117000,-0.00827607
1.118000,-0.00872412
1.119000,-0.00819343
1.120000,-0.00862991
1.121000,-0.00875740
1.122000,-0.00893689
1.123000,-0.00942683
1.124000,-0.00940129
1.125000,-0.00941097
1.126000,-0.00937077
1.127000,-0.00976733
1.128000,-0.01071563
1.129000,-0.01014906
1.130000,-0.01015344
1.131000,-0.01007082
1.132000,-0.01036896
1.133000,-0.01007652
1.134000,-0.01049508
1.135000,-0.01066614
1.136000,-0.01091903
1.137000,-0.01165181
1.138000,-0.01124570
1.139000,-0.01145863
1.140000,-0.01189084
1.141000,-0.01176328
1.142000,-0.01195582
1.143000,-0.01232676
1.144000,-0.01239129
1.145000,-0.01257598
1.146000,-0.01260202
1.147000,-0.01291504
1.148000,-0.01282168
1.149000,-0.01358609
1.150000,-0.01332571
1.151000,-0.01382470
1.152000,-0.01367231
1.153000,-0.01357016
1.154000,-0.01384156
1.155000,-0.01402193
1.156000,-0.01412413
1.157000,-0.01389576
1.158000,-0.01471124
1.159000,-0.01435903
1.160000,-0.01510514
1.161000,-0.01498961
1.162000,-0.01497734
1.163000,-0.01537639
1.164000,-0.01525714
1.165000,-0.01527093
1.166000,-0.01589595
1.167000,-0.01576098
1.168000,-0.01597963
1.169000,-0.01651415
1.170000,-0.01621911
1.171000,-0.01651478
1.172000,-0.01612327
1.173000,-0.01681935
1.174000,-0.01631772
1.175000,-0.01701777
1.176000,-0.01654141
1.177000,-0.01703233
1.178000,-0.01719464
1.179000,-0.01724730
1.180000,-0.01736347
1.181000,-0.01737824
1.182000,-0.01743559
1.183000,-0.01809483
1.184000,-0.01845976
1.185000,-0.01895392
1.186000,-0.01852123
1.187000,-0.01837248
1.188000,-0.01860574
1.189000,-0.01880900
1.190000,-0.01906249
1.191000,-0.01927175
1.192000,-0.01931915
1.193000,-0.01928713
1.194000,-0.01996134
1.195000,-0.01947343
1.196000,-0.02015540
1.197000,-0.01996514
1.198000,-0.02021865
1.199000,-0.02028651
1.200000,-0.02058981
1.201000,-0.02075020
1.202000,-0.02065266
1.203000,-0.02099902
1.204000,-0.02024553
1.205000,-0.02109658
1.206000,-0.02128835
1.207000,-0.02139306
1.208000,-0.02165453
1.209000,-0.02213130
1.210000,-0.02171139
1.211000,-0.02169962
1.212000,-0.02228264
1.213000,-0.02203436
1.214000,-0.02246686
1.215000,-0.02230166
1.216000,-0.02233084
1.217000,-0.02242683
1.218000,-0.02256657
1.219000,-0.02297819
1.220000,-0.02270850
1.221000,-0.02316653
1.222000,-0.02309262
1.223000,-0.02312917
1.224000,-0.02350617
1.225000,-0.02387566
1.226000,-0.02352516
1.227000,-0.02408144
1.228000,-0.02414811
1.229000,-0.02432378
1.230000,-0.02395986
1.231000,-0.02433329
1.232000,-0.02497621
1.233000,-0.02435147
1.234000,-0.02413819
1.235000,-0.02432621
1.236000,-0.02503812
1.237000,-0.02499629
1.238000,-0.02500748
1.239000,-0.02502997
1.240000,-0.02536284
1.241000,-0.02576296
1.242000,-0.02541801
1.243000,-0.02556982
1.244000,-0.02617276
1.245000,-0.02604797
1.246000,-0.02600455
1.247000,-0.02618769
1.248000,-0.02617064
1.249000,-0.02621713
1.250000,-0.02639445
1.251000,-0.02667200
1.252000,-0.02709350
1.253000,-0.02671482
